"","State","Name","Saffir_Simpson_Category","Date_Closest","Year_Closest","Date_Formed","Date_Extratropical","Date_Dissipated","Fatalities","Damage","URL_Searched","Damage_Estimate","Fatalities_Estimate","Detail_QA"
"156","Florida","Dennis","3",2005-07-10,"2005",2005-07-04,NA,2005-07-18,"88","$3.98 billion ","https://en.wikipedia.org/wiki/Hurricane_Dennis_(2005)",3980000000,88,"Yes"
"157","Florida","Katrina","1",2005-08-25,"2005",2005-08-23,2005-08-30,2005-08-31,"1392 total","$125 billion ","https://en.wikipedia.org/wiki/Hurricane_Katrina_(2005)",125000000000,1392,"Yes"
"158","Florida","Rita","1",2005-09-20,"2005",2005-09-18,NA,2005-09-26,"120","$18.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Rita_(2005)",18500000000,120,"Yes"
"159","Florida","Wilma","3",2005-10-24,"2005",2005-10-15,2005-10-26,2005-10-27,"52 total","$26.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Wilma_(2005)",26500000000,52,"Yes"
"160","Florida","Hermine","1",2016-09-02,"2016",2016-08-28,2016-09-03,2016-09-08,"4 direct 1 indirect","$550 million ","https://en.wikipedia.org/wiki/Hurricane_Hermine_(2016)",550000000,5,"Yes"
"161","Florida","Matthew","2",2016-10-07,"2016",2016-09-28,2016-10-09,2016-10-10,"603 total","$16.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Matthew_(2016)",16500000000,603,"Yes"
"162","Florida","Irma","4",2017-09-10,"2017",2017-08-30,NA,2017-09-13,"134 total","$77.2 billion ","https://en.wikipedia.org/wiki/Hurricane_Irma_(2017)",77200000000,134,"Yes"
"163","Florida","Michael","5",2018-10-10,"2018",2018-10-07,2018-10-11,2018-10-16,"74","$25.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Michael_(2018)",25500000000,74,"Yes"
"164","Florida","Sally","2",2020-09-16,"2020",2020-09-11,2020-09-17,2020-09-18,"4 direct 5 indirect","$7.3 billion ","https://en.wikipedia.org/wiki/Hurricane_Sally_(2020)",7300000000,9,"Yes"
"165","Florida","Ian","4",2022-09-28,"2022",2022-09-23,2022-09-30,2022-10-01,"161","$113 billion ","https://en.wikipedia.org/wiki/Hurricane_Ian_(2022)",113000000000,161,"Yes"
"166","Florida","Nicole","1",2022-11-10,"2022",2022-11-07,NA,2022-11-11,"11 indirect","$1 billion ","https://en.wikipedia.org/wiki/Hurricane_Nicole_(2022)",1000000000,11,"Yes"
"167","Florida","Idalia","3",2023-08-30,"2023",2023-08-26,NA,2023-09-08,"8 direct 4 indirect","$3.6 billion ","https://en.wikipedia.org/wiki/Hurricane_Idalia_(2023)",3600000000,12,"Yes"
"168","Georgia","Unnamed","1",1851-08-24,"1851",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"169","Georgia","Unnamed","1",1852-10-10,"1852",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"170","Georgia","Unnamed","1",1853-10-21,"1853",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"171","Georgia","Unnamed","3",1854-09-08,"1854",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"172","Georgia","Unnamed","1",1856-08-31,"1856",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"173","Georgia","Unnamed","1",1877-10-03,"1877",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"174","Georgia","Unnamed","1",1878-09-11,"1878",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"175","Georgia","Unnamed","2",1881-08-28,"1881",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"176","Georgia","Unnamed","1",1885-08-25,"1885",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"177","Georgia","Unnamed","1",1886-06-21,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"178","Georgia","Unnamed","1",1886-06-30,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"179","Georgia","Unnamed","3",1893-08-28,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"180","Georgia","Unnamed","1",1894-10-09,"1894",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"181","Georgia","Unnamed","2",1896-09-29,"1896",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"182","Georgia","Unnamed","1",1898-08-31,"1898",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"183","Georgia","Unnamed","4",1898-10-02,"1898",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"184","Georgia","Unnamed","1",1911-08-28,"1911",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"185","Georgia","Unnamed","1",1928-09-18,"1928",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"186","Georgia","""Labor Day""","1",1935-09-05,"1935",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"187","Georgia","Unnamed","1",1940-08-11,"1940",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"188","Georgia","Unnamed","2",1947-10-15,"1947",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"189","Georgia","Unnamed","1",1949-08-27,"1949",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"190","Georgia","David","2",1979-09-04,"1979",1979-08-25,1979-09-06,1979-09-08,"2078","$1.54 billion ","https://en.wikipedia.org/wiki/Hurricane_David_(1979)",1540000000,2078,"Yes"
"191","Georgia","Kate","1",1985-11-22,"1985",1985-11-15,NA,1985-11-23,"15 total","$700 million ","https://en.wikipedia.org/wiki/Hurricane_Kate_(1985)",700000000,15,"Yes"
"192","Georgia","Matthew","1",2016-10-08,"2016",2016-09-28,2016-10-09,2016-10-10,"603 total","$16.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Matthew_(2016)",16500000000,603,"Yes"
"193","Georgia","Michael","2",2018-10-10,"2018",2018-10-07,2018-10-11,2018-10-16,"74","$25.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Michael_(2018)",25500000000,74,"Yes"
"194","Georgia","Idalia","1",2023-08-30,"2023",2023-08-26,NA,2023-09-08,"8 direct 4 indirect","$3.6 billion ","https://en.wikipedia.org/wiki/Hurricane_Idalia_(2023)",3600000000,12,"Yes"
"195","Louisiana","Unnamed","2",1852-08-25,"1852",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"196","Louisiana","Unnamed","3",1855-09-16,"1855",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"197","Louisiana","Unnamed","4",1856-08-11,"1856",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"198","Louisiana","Unnamed","3",1860-08-11,"1860",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"199","Louisiana","Unnamed","2",1860-09-15,"1860",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"200","Louisiana","Unnamed","2",1860-10-02,"1860",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"201","Louisiana","Unnamed","2",1865-09-13,"1865",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"202","Louisiana","Unnamed","2",1867-10-04,"1867",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"203","Louisiana","Unnamed","1",1869-09-05,"1869",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"204","Louisiana","Unnamed","1",1877-09-18,"1877",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"205","Louisiana","Unnamed","2",1879-08-23,"1879",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"206","Louisiana","Unnamed","3",1879-09-01,"1879",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"207","Louisiana","Unnamed","2",1886-06-14,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"208","Louisiana","Unnamed","3",1886-10-12,"1886",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"209","Louisiana","Unnamed","1",1887-10-19,"1887",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"210","Louisiana","Unnamed","2",1888-08-19,"1888",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"211","Louisiana","Unnamed","1",1889-09-23,"1889",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"212","Louisiana","Unnamed","2",1893-09-07,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"213","Louisiana","Unnamed","4",1893-10-02,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"214","Louisiana","Unnamed","1",1897-09-12,"1897",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"215","Louisiana","Unnamed","1",1901-08-14,"1901",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"216","Louisiana","Unnamed","1",1906-09-27,"1906",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"217","Louisiana","Unnamed","3",1909-09-20,"1909",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"218","Louisiana","Unnamed","1",1915-08-17,"1915",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"219","Louisiana","Unnamed","3",1915-09-29,"1915",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"220","Louisiana","Unnamed","2",1917-09-29,"1917",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"221","Louisiana","Unnamed","3",1918-08-07,"1918",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"222","Louisiana","Unnamed","2",1920-09-21,"1920",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"223","Louisiana","Unnamed","1",1923-10-16,"1923",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"224","Louisiana","Unnamed","3",1926-08-26,"1926",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"225","Louisiana","Unnamed","2",1934-06-16,"1934",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"226","Louisiana","Unnamed","1",1938-08-15,"1938",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"227","Louisiana","Unnamed","2",1940-08-07,"1940",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"228","Louisiana","Unnamed","2",1947-09-19,"1947",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"229","Louisiana","Unnamed","1",1948-09-04,"1948",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"230","Louisiana","Flossy","2",1956-09-24,"1956",1956-09-20,1956-09-25,1956-10-03,"15","$24.9 million ","https://en.wikipedia.org/wiki/Hurricane_Flossy_(1956)",24900000,15,"Yes"
"231","Louisiana","Audrey","3",1957-06-27,"1957",1957-06-25,NA,1957-06-29,"&gt;431","$150 million ","https://en.wikipedia.org/wiki/Hurricane_Audrey_(1957)",150000000,431,"Yes"
"232","Louisiana","Ethel","1",1964-09-15,"1964",1964-06-02,NA,1964-06-02,"June 2 1964","June 2, 1964","https://en.wikipedia.org/wiki/Hurricane_Ethel_(1964)",21964,1966,"No"
"233","Louisiana","Hilda","2",1964-10-03,"1964",1964-09-28,NA,1964-10-05,"38","$126 million ","https://en.wikipedia.org/wiki/Hurricane_Hilda",126000000,38,"Yes"
"234","Louisiana","Betsy","4",1965-09-10,"1965",NA,NA,NA,NA,NA,"https://en.wikipedia.org/wiki/Hurricane_Betsy_(1965)",NA,NA,"No"
"235","Louisiana","Camille","5",1969-08-17,"1969",1969-08-14,NA,1969-08-22,"259 total","$1.42 billion ","https://en.wikipedia.org/wiki/Hurricane_Camille_(1969)",1420000000,259,"Yes"
"236","Louisiana","Edith","2",1971-09-16,"1971",1971-09-05,NA,1971-09-18,"37 direct","$25.4 million ","https://en.wikipedia.org/wiki/Hurricane_Edith_(1971)",25400000,37,"Yes"
"237","Louisiana","Carmen","3",1974-09-08,"1974",1974-08-29,NA,1974-09-10,"8","$162 million ","https://en.wikipedia.org/wiki/Hurricane_Carmen_(1974)",162000000,8,"Yes"
"238","Louisiana","Babe","1",1977-09-05,"1977",1977-09-03,NA,1977-09-09,"None","$13 million ","https://en.wikipedia.org/wiki/Hurricane_Babe_(1977)",13000000,0,"Yes"
"239","Louisiana","Bob","1",1979-09-11,"1979",1979-07-09,NA,1979-07-16,"1","$20 million ","https://en.wikipedia.org/wiki/Hurricane_Bob_(1979)",20000000,1,"No"
"240","Louisiana","Danny","1",1985-08-15,"1985",1985-08-12,1985-08-18,1985-08-20,"5","$100 million ","https://en.wikipedia.org/wiki/Hurricane_Danny_(1985)",100000000,5,"Yes"
"241","Louisiana","Juan","1",1985-10-28,"1985",1985-10-26,NA,1985-11-03,"12","$1.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Juan_(1985)",1500000000,12,"Yes"
"242","Louisiana","Florence","1",1988-09-10,"1988",1988-09-07,NA,1988-09-11,"1 direct","$2.9 million ","https://en.wikipedia.org/wiki/Hurricane_Florence_(1988)",2900000,1,"Yes"
"243","Louisiana","Andrew","3",1992-08-26,"1992",1992-08-16,1992-08-28,1992-08-29,"65","$27.3 billion ","https://en.wikipedia.org/wiki/Hurricane_Andrew_(1992)",27300000000,65,"Yes"
"244","Louisiana","Danny","1",1997-07-18,"1997",1997-07-16,1997-07-26,1997-07-27,"9","$100 million ","https://en.wikipedia.org/wiki/Hurricane_Danny_(1997)",100000000,9,"Yes"
"245","Louisiana","Lili","1",2002-10-03,"2002",2002-09-21,NA,2002-10-04,"15","$1.16 billion ","https://en.wikipedia.org/wiki/Hurricane_Lili_(2002)",1160000000,15,"Yes"
"246","Louisiana","Cindy","1",2005-07-06,"2005",2005-07-03,2005-07-07,2005-07-12,"3","$320 million ","https://en.wikipedia.org/wiki/Hurricane_Cindy_(2005)",320000000,3,"Yes"
"247","Louisiana","Katrina","3",2005-08-29,"2005",2005-08-23,2005-08-30,2005-08-31,"1392 total","$125 billion ","https://en.wikipedia.org/wiki/Hurricane_Katrina_(2005)",125000000000,1392,"Yes"
"248","Louisiana","Rita","3",2005-09-24,"2005",2005-09-18,NA,2005-09-26,"120","$18.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Rita_(2005)",18500000000,120,"Yes"
"249","Louisiana","Humberto","1",2007-09-13,"2007",2007-09-12,NA,2007-09-14,"1 indirect","$50 million ","https://en.wikipedia.org/wiki/Hurricane_Humberto_(2007)",50000000,1,"Yes"
"250","Louisiana","Gustav","2",2008-09-01,"2008",2008-08-25,2008-09-04,2008-09-07,"153","$8.31 billion ","https://en.wikipedia.org/wiki/Hurricane_Gustav_(2008)",8310000000,153,"Yes"
"251","Louisiana","Isaac","1",2012-08-28,"2012",NA,NA,NA,NA,NA,"https://en.wikipedia.org/wiki/Hurricane_Isaac_(2012)",NA,NA,"No"
"252","Louisiana","Nate","1",2017-10-07,"2017",2017-10-04,2017-10-09,2017-10-11,"48","$787 million ","https://en.wikipedia.org/wiki/Hurricane_Nate_(2017)",787000000,48,"Yes"
"253","Louisiana","Barry","1",2019-07-13,"2019",2019-07-11,NA,2019-07-19,"3 total","$900 million ","https://en.wikipedia.org/wiki/Hurricane_Barry_(2019)",900000000,3,"Yes"
"254","Louisiana","Laura","4",2020-08-27,"2020",2020-08-20,NA,2020-08-29,"81","≥$23.3 billion ","https://en.wikipedia.org/wiki/Hurricane_Laura_(2020)",23300000000,81,"Yes"
"255","Louisiana","Delta","2",2020-10-09,"2020",2020-10-04,2020-10-10,2020-10-12,"6","$3.09 billion ","https://en.wikipedia.org/wiki/Hurricane_Delta_(2020)",3090000000,6,"Yes"
"256","Louisiana","Zeta","3",2020-10-28,"2020",2020-10-24,NA,2020-10-30,"9 total","$4.4 billion ","https://en.wikipedia.org/wiki/Hurricane_Zeta_(2020)",4400000000,9,"Yes"
"257","Louisiana","Ida","4",2021-08-29,"2021",2021-08-26,2021-09-01,2021-09-05,"107","$75.3 billion ","https://en.wikipedia.org/wiki/Hurricane_Ida_(2021)",75300000000,107,"Yes"
"258","Maine","Unnamed","2",1869-10-04,"1869",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"259","Maine","Gloria","1",1985-09-27,"1985",1985-09-16,1985-09-28,1985-10-04,"14","$900 million ","https://en.wikipedia.org/wiki/Hurricane_Gloria",900000000,14,"Yes"
"260","Maryland","Unnamed","1",1878-10-23,"1878",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"261","Maryland","Unnamed","1",1933-08-23,"1933",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"262","Massachusetts","Unnamed","1",1858-09-16,"1858",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"263","Massachusetts","Unnamed","3",1869-09-08,"1869",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"264","Massachusetts","Unnamed","1",1869-10-04,"1869",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"265","Massachusetts","Unnamed","1",1879-08-19,"1879",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"266","Massachusetts","Unnamed","1",1896-09-10,"1896",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"267","Massachusetts","Unnamed","1",1924-08-26,"1924",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"268","Massachusetts","Unnamed","2",1938-09-21,"1938",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"269","Massachusetts","Unnamed","1",1944-09-15,"1944",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"270","Massachusetts","Carol","2",1954-08-31,"1954",1954-08-25,1954-08-31,1954-09-01,"72","$462 million ","https://en.wikipedia.org/wiki/Hurricane_Carol_(1954)",462000000,72,"Yes"
"271","Massachusetts","Edna","2",1954-09-11,"1954",1954-09-02,NA,1954-09-15,"29","&gt;$42.8 million ","https://en.wikipedia.org/wiki/Hurricane_Edna",42800000,29,"Yes"
"272","Massachusetts","Donna","1",1960-09-12,"1960",1960-08-29,1960-09-13,1960-09-14,"439","$980 million ","https://en.wikipedia.org/wiki/Hurricane_Donna_(1960)",980000000,439,"Yes"
"273","Massachusetts","Bob","2",1991-08-19,"1991",1991-08-16,1991-08-20,1991-08-29,"17","$1.5 billion ","https://en.wikipedia.org/wiki/Hurricane_Bob_(1991)",1500000000,17,"Yes"
"274","Mississippi","Unnamed","3",1852-08-26,"1852",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"275","Mississippi","Unnamed","3",1855-08-16,"1855",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"276","Mississippi","Unnamed","3",1860-08-12,"1860",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"277","Mississippi","Unnamed","2",1860-09-15,"1860",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"278","Mississippi","Unnamed","1",1888-08-20,"1888",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"279","Mississippi","Unnamed","2",1893-10-02,"1893",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"280","Mississippi","Unnamed","1",1901-08-15,"1901",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"281","Mississippi","Unnamed","2",1906-09-27,"1906",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"282","Mississippi","Unnamed","2",1909-09-21,"1909",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"283","Mississippi","Unnamed","2",1915-09-29,"1915",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"284","Mississippi","Unnamed","3",1916-07-06,"1916",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"285","Mississippi","Unnamed","1",1923-10-16,"1923",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"286","Mississippi","Unnamed","1",1926-09-21,"1926",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"287","Mississippi","Unnamed","2",1947-09-19,"1947",NA,NA,NA,NA,NA,NA,NA,NA,"No"
"288","Mississippi","Ethel","1",1960-09-15,"1960",1960-09-12,NA,1960-09-17,"1 indirect","$1.5 million ","https://en.wikipedia.org/wiki/Hurricane_Ethel_(1960)",1500000,1,"Yes"
"289","Mississippi","Camille","5",1969-08-18,"1969",1969-08-14,NA,1969-08-22,"259 total","$1.42 billion ","https://en.wikipedia.org/wiki/Hurricane_Camille_(1969)",1420000000,259,"Yes"
"290","Mississippi","Frederic","3",1979-09-13,"1979",1979-08-29,NA,1979-09-15,"12","$1.77 billion ","https://en.wikipedia.org/wiki/Hurricane_Frederic",1770000000,12,"Yes"
"291","Mississippi","Elena","3",1985-09-02,"1985",1985-08-28,NA,1985-09-04,"9","$1.3 billion ","https://en.wikipedia.org/wiki/Hurricane_Elena",1300000000,9,"Yes"
"292","Mississippi","Georges","2",1998-09-29,"1998",1998-09-15,NA,1998-10-01,"604","$9.37 billion ","https://en.wikipedia.org/wiki/Hurricane_Georges_(1998)",9370000000,604,"Yes"
"293","Mississippi","Katrina","3",2005-08-29,"2005",2005-08-23,2005-08-30,2005-08-31,"1392 total","$125 billion ","https://en.wikipedia.org/wiki/Hurricane_Katrina_(2005)",125000000000,1392,"Yes"
"294","Mississippi","Nate","1",2017-10-08,"2017",2017-10-04,2017-10-09,2017-10-11,"48","$787 million ","https://en.wikipedia.org/wiki/Hurricane_Nate_(2017)",787000000,48,"Yes"
